age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility,total_monthly_expenses,debt_to_income_ratio,expense_to_income_ratio,available_income,affordability_ratio
50,Female,Single,Graduate,48575,Private,29,Medium,Family,24662,4,3,10233,9615,1142,15324,8055,Yes,10413,471,499992,83229,Home Appliances,589581,23,500.0,Not_Eligible,79444,0.21436953165208442,1.6354915079773547,-30869,0.010293360782295419
35,Male,Married,High School,191871,Private,29,Large,Own,27168,3,2,8543,15882,7020,14593,16755,Yes,2133,455,878851,419361,Personal Loan,175023,56,34921.95,Not_Eligible,92094,0.011116844129649608,0.4799787357130572,99777,0.18200744250042997
32,Female,Married,High School,36661,Private,23,Small,Family,28618,5,3,2302,13196,8886,29025,5337,Yes,14883,320,91048,286253,Personal Loan,1047530,61,500.0,Not_Eligible,102247,0.40596273969613483,2.7889855704972586,-65586,0.013638471400125474
46,Female,Married,High School,51432,Government,6,Large,Family,19304,2,4,1073,8849,14670,15474,12546,No,1706,349,641727,35840,E-commerce Shopping,950992,71,500.0,Not_Eligible,73622,0.03317001088816301,1.4314434593249339,-22190,0.00972157411728107
44,Male,Married,Graduate,177219,Self-employed,11,Small,Rented,13650,3,2,10223,19469,4723,10551,1997,No,18013,474,683716,51617,Personal Loan,1339267,9,34507.55,Not_Eligible,78626,0.10164260039837715,0.44366574690072735,98593,0.19471698858474545
32,Female,Married,Professional,44114,Private,2,Medium,Own,6858,3,1,5373,7713,3786,14230,7815,Yes,14242,560,10084,53434,E-commerce Shopping,168993,78,500.0,Not_Eligible,60017,0.3228453552160312,1.3604978011515618,-15903,0.011334270299678107
53,Male,Married,Post Graduate,21030,Government,26,Medium,Rented,3,2,1,7561,26315,4390,28353,19247,No,21426,721,670456,231302,Personal Loan,414762,77,500.0,Not_Eligible,107295,1.018830242510699,5.101997146932953,-86265,0.02377555872563005
50,Male,Married,Post Graduate,105051,Government,13,Medium,Own,27670,6,3,13987,13909,11887,19106,7537,No,23614,638,847532,332224,Vehicle,303073,48,500.0,Not_Eligible,117710,0.22478605629646553,1.1205033745514084,-12659,0.0047595929596100945
54,Male,Single,Graduate,193501,Private,18,Small,Rented,29892,1,3,12560,27092,7945,18205,16040,No,16236,788,596884,221154,Home Appliances,1036824,80,22935.85,Eligible,127970,0.08390654311864021,0.6613402514715686,65531,0.11853091198495097
41,Female,Married,Professional,62743,Self-employed,10,Small,Family,5940,6,3,1882,21372,3759,28908,14136,Yes,7747,715,330532,4849,Personal Loan,74709,65,500.0,Not_Eligible,83744,0.1234719410930303,1.3347146295204246,-21001,0.007969016463988015
44,Male,Married,Professional,140756,Private,4,Large,Own,8048,5,4,4345,18585,12541,4449,5460,No,20108,739,536751,185228,Home Appliances,169108,41,23527.0,Eligible,73536,0.14285714285714285,0.5224359885191395,67220,0.16714740401830117
40,Male,Single,Graduate,80615,Private,22,Large,Rented,26097,6,1,1260,21673,13081,14655,12121,Yes,12718,553,548997,237590,Personal Loan,782747,69,500.0,Not_Eligible,101605,0.15776220306394592,1.2603733796439869,-20990,0.006202319667555666
31,Female,Married,High School,62577,Self-employed,12,Large,Family,11140,3,2,7047,8870,8819,24834,14157,Yes,5765,726,107758,60481,Personal Loan,757945,69,500.0,Not_Eligible,80632,0.09212650015181297,1.288524537769468,-18055,0.007990156127650734
40,Female,Married,Professional,125436,Private,27,Medium,Rented,12049,3,2,231,19841,12925,22283,2531,Yes,12945,542,104126,130434,Vehicle,858738,43,14920.85,Not_Eligible,82805,0.10320003826652635,0.6601374406071622,42631,0.11895189578749323
51,Female,Single,Post Graduate,17966,Private,9,Large,Rented,14608,1,1,14763,2744,14402,7503,11547,No,13685,480,809877,214101,Education,1346690,34,500.0,Not_Eligible,79252,0.7617165757542024,4.411221195591673,-61286,0.027830346209506845
47,Female,Married,Graduate,144356,Self-employed,6,Medium,Rented,18361,5,3,9148,18737,10913,16306,4443,No,28935,649,947239,2979,Education,343271,38,13129.55,High_Risk,106843,0.200441962924991,0.7401354983512982,37513,0.09095257557704563
48,Female,Married,Post Graduate,128838,Government,16,Small,Family,9666,2,0,4729,18032,4153,23550,14676,Yes,4264,347,284434,12208,Home Appliances,89923,5,17418.8,Not_Eligible,79070,0.03309582576569025,0.6137164501156491,49768,0.1351992424595228
33,Female,Single,High School,18728,Government,15,Medium,Own,9322,2,3,12529,1679,13306,24947,1397,No,4412,531,220778,293575,Home Appliances,781536,72,500.0,Not_Eligible,67592,0.23558308415207177,3.609141392567279,-48864,0.026697992310978216
59,Male,Single,Graduate,183376,Government,7,Medium,Rented,25456,4,1,10373,14689,14690,13388,13293,Yes,18835,692,299212,324694,Vehicle,1389630,72,25428.2,High_Risk,110724,0.10271245964575516,0.6038085681877672,72652,0.1386670011342815
44,Female,Married,Post Graduate,195349,Government,16,Medium,Family,25977,5,4,9286,5002,13932,20844,16165,Yes,16596,554,707129,296888,E-commerce Shopping,129365,58,30641.45,Not_Eligible,107802,0.08495564348934471,0.5518431115593118,87547,0.15685491095424087
41,Male,Married,Post Graduate,147019,Government,12,Small,Rented,26551,5,3,12121,21714,3831,8381,17825,Yes,12255,385,588332,449368,Home Appliances,667183,70,15519.35,Not_Eligible,102678,0.08335657295995756,0.698399526591801,44341,0.10556016569286963
55,Female,Single,High School,96380,Private,29,Small,Own,13223,3,2,3536,3966,7512,12572,2880,Yes,13879,394,233396,40674,Education,1065531,70,13584.2,Not_Eligible,57568,0.1440029051670471,0.5973023448848309,38812,0.1409441792903092
32,Male,Married,Graduate,81130,Self-employed,10,Large,Rented,14166,4,4,3492,19125,10896,14148,4377,No,17017,345,85324,140426,Vehicle,675232,15,500.0,Not_Eligible,83221,0.2097497842968076,1.0257734500184887,-2091,0.006162948354492789
39,Male,Single,Professional,36414,Government,19,Large,Family,18134,2,1,11573,13766,9649,28904,1266,Yes,6017,335,36553,483112,E-commerce Shopping,965039,51,500.0,Not_Eligible,89309,0.1652386444773988,2.4526006481023783,-52895,0.013730982589114076
55,Female,Single,Professional,108005,Self-employed,17,Large,Rented,1,5,0,5119,17237,10468,10710,2837,Yes,7913,309,163361,166122,Vehicle,654505,69,18802.0,Not_Eligible,54285,0.07326512661450858,0.5026156196472386,53720,0.1740845331234665
54,Female,Single,Post Graduate,165511,Government,4,Small,Rented,9336,5,3,1302,6335,8531,25682,9646,No,11201,543,765605,164613,Education,1344728,49,32717.3,Not_Eligible,72033,0.06767526025460543,0.4352157862619403,93478,0.1976744748083209
44,Male,Married,High School,106742,Private,5,Small,Own,26214,1,4,4314,8784,6312,12331,9198,No,9576,326,271572,156521,Vehicle,1086364,82,10504.55,Not_Eligible,76729,0.08971164115343538,0.7188267036405539,30013,0.09841065372580614
36,Female,Single,Post Graduate,192857,Government,19,Small,Own,8340,2,4,8888,19790,8445,10092,4828,No,25247,702,560899,19433,Personal Loan,328449,26,37529.45,Eligible,85630,0.1309104673410869,0.4440077363020269,107227,0.19459729229429057
41,Female,Single,High School,51973,Government,13,Small,Own,20631,1,2,306,19336,14968,16008,19300,Yes,2170,331,465325,467953,Education,88463,42,500.0,Not_Eligible,92719,0.041752448386662304,1.7839839916879918,-40746,0.009620379812595002
54,Male,Single,Professional,102091,Self-employed,11,Small,Rented,24116,4,3,10215,16203,8202,18986,16611,Yes,17429,345,737144,268076,E-commerce Shopping,1249819,26,500.0,Not_Eligible,111762,0.1707202397860732,1.094729212173453,-9671,0.004897591364566906
53,Male,Married,Post Graduate,152161,Self-employed,28,Medium,Family,22419,5,0,8505,21447,13966,22506,18769,Yes,19673,762,211951,34512,Vehicle,681380,59,8706.599999999999,High_Risk,127285,0.1292906855238859,0.8365152700100551,24876,0.05721965549648069
43,Male,Married,Post Graduate,77235,Private,3,Large,Rented,10545,4,4,3474,25595,12507,4095,11249,No,18984,367,656344,313571,Education,507194,26,500.0,Not_Eligible,86449,0.24579530005826375,1.119298245614035,-9214,0.006473748948015796
35,Female,Married,High School,44400,Self-employed,6,Medium,Rented,2043,6,2,5848,13185,2608,12855,18301,Yes,17260,316,696378,124600,Education,822666,71,500.0,Not_Eligible,72100,0.38873873873873876,1.6238738738738738,-27700,0.01126126126126126
58,Female,Single,Graduate,161477,Self-employed,10,Large,Rented,1702,1,3,7655,9776,4894,24415,16497,No,393,484,361750,221265,E-commerce Shopping,906388,65,33650.75,Not_Eligible,65332,0.002433783139394465,0.4045901273865628,96145,0.20839345541470303
31,Female,Married,High School,132240,Self-employed,19,Medium,Rented,5947,2,3,14104,4911,7788,14065,2151,No,14246,816,366789,459424,Education,113022,21,24159.8,Eligible,63212,0.10772837265577738,0.4780096793708409,69028,0.18269661222020567
58,Female,Married,Graduate,67763,Private,1,Small,Own,11121,5,0,13716,10806,2096,15430,16811,Yes,23084,354,943592,157884,E-commerce Shopping,15408,64,500.0,Not_Eligible,93064,0.3406578811445774,1.3733748505821761,-25301,0.007378657969688473
44,Male,Single,Professional,176281,Private,3,Large,Own,12762,6,2,1402,18255,1626,28766,4598,Yes,14596,661,400293,86033,Education,1264896,73,32996.6,High_Risk,82005,0.08279962105955832,0.4651947742524719,94276,0.18718182901163483
48,Female,Single,Post Graduate,163496,Private,6,Medium,Own,1387,6,0,4376,25666,2290,22525,19762,No,18955,788,444455,361478,Vehicle,261400,32,23987.25,Eligible,94961,0.11593555805646621,0.5808154327934628,68535,0.14671459852228802
34,Male,Married,Post Graduate,121810,Self-employed,0,Large,Own,29478,2,4,13948,17010,5717,8087,18328,No,1768,303,861497,423196,E-commerce Shopping,892928,67,9615.9,Not_Eligible,94336,0.014514407684098186,0.7744520154338724,27474,0.07894179459814465
56,Female,Married,High School,104523,Self-employed,14,Small,Family,13382,4,1,11590,4207,14479,8117,17340,No,232,479,87950,50372,E-commerce Shopping,83762,4,12311.6,Not_Eligible,69347,0.0022196071678003883,0.6634616304545411,35176,0.11778842934091062
39,Female,Single,High School,124955,Private,19,Small,Rented,26239,6,1,8226,4766,14015,14783,8336,Yes,12575,318,940718,373135,Education,635159,74,12605.25,Not_Eligible,88940,0.10063622904245528,0.7117762394462006,36015,0.10087831619382978
44,Male,Married,Professional,166628,Self-employed,21,Large,Rented,26656,3,0,2117,27754,4411,28762,7888,No,3569,430,862532,479966,Personal Loan,677466,70,22914.85,Not_Eligible,101157,0.0214189692008546,0.6070828432196269,65471,0.13752100487313057
27,Female,Single,Professional,108137,Self-employed,23,Large,Rented,29852,2,0,8551,8217,3144,12790,14008,No,26999,797,841367,388036,E-commerce Shopping,1247136,8,1601.6,Not_Eligible,103561,0.24967402461692112,0.9576833091356335,4576,0.014810841802528273
32,Female,Single,Graduate,165402,Government,7,Small,Family,15113,6,1,5809,3048,1899,22742,12965,Yes,15271,584,357970,344137,Personal Loan,475487,66,30994.25,Not_Eligible,76847,0.0923265740438447,0.46460744126431364,88555,0.18738739555749023
47,Male,Married,Professional,149308,Private,28,Small,Family,16075,2,4,6030,8813,14903,19089,14916,No,5905,480,861996,143358,Home Appliances,1078051,12,22251.95,Not_Eligible,85731,0.03954911993998982,0.5741889249069039,63577,0.14903387628258366
35,Female,Married,Professional,45312,Private,24,Small,Own,22210,2,0,407,13377,1697,9057,6692,Yes,29385,675,159932,303516,Vehicle,1070087,26,500.0,Not_Eligible,82825,0.6485037076271186,1.8278822387005649,-37513,0.011034604519774012
32,Male,Married,Professional,128687,Self-employed,4,Medium,Rented,10188,5,4,5680,28061,7080,24847,2282,No,17215,363,538069,188828,Personal Loan,1327909,5,11666.9,Not_Eligible,95353,0.13377419630576515,0.7409683961860949,33334,0.09066106133486676
53,Male,Married,Professional,167263,Self-employed,13,Large,Rented,28268,4,4,4675,8908,12122,19242,14410,No,8278,778,220702,308239,Vehicle,1075397,49,24976.0,Eligible,95903,0.04949092148293406,0.5733664946820277,71360,0.1493217268612903
54,Male,Single,Graduate,124602,Government,17,Small,Family,27806,4,2,14854,19044,5055,11897,5739,Yes,7040,838,551169,24835,E-commerce Shopping,1315158,82,11608.45,Eligible,91435,0.0564998956678063,0.73381647164572,33167,0.09316423492399802
34,Male,Married,Professional,51640,Private,2,Large,Rented,15130,5,4,12893,7667,8231,23264,12219,Yes,26484,613,734274,33856,Vehicle,1368282,49,500.0,Not_Eligible,105888,0.512858249419055,2.0505034856700233,-54248,0.009682416731216111
52,Female,Married,Graduate,115171,Private,1,Medium,Family,16325,2,3,5503,18125,14890,22273,2342,No,23220,617,241894,119879,Personal Loan,830432,58,4372.549999999999,Not_Eligible,102678,0.20161325333634336,0.8915265127506056,12493,0.03796572053728803
60,Female,Married,High School,77293,Self-employed,24,Medium,Own,13850,2,1,6224,19456,13383,12721,19117,Yes,10409,771,14243,295899,E-commerce Shopping,538754,55,500.0,Not_Eligible,95160,0.13466937497574166,1.2311593546634236,-17867,0.006468891102687177
37,Female,Single,Post Graduate,129124,Private,21,Small,Family,25826,3,1,7605,7903,12809,27305,14494,Yes,21732,569,578929,144000,Personal Loan,79712,82,4007.5,Not_Eligible,117674,0.1683033363278709,0.9113255475357022,11450,0.03103605836250426
56,Male,Married,High School,182760,Self-employed,15,Large,Rented,4462,6,0,14585,6725,4440,10638,5872,No,7761,772,573260,406009,E-commerce Shopping,952026,75,44896.95,Eligible,54483,0.04246552856204859,0.2981122783978989,128277,0.24566070256073538
60,Female,Married,Professional,100802,Government,13,Medium,Family,2036,2,0,11301,20117,4416,10456,16430,No,16221,843,735455,284379,Personal Loan,921607,82,6938.75,High_Risk,80977,0.1609194262018611,0.8033273149342275,19825,0.06883543977302038
50,Female,Single,Post Graduate,107024,Self-employed,15,Large,Family,22789,6,2,12125,4464,12242,15907,6047,No,9426,786,206394,107650,E-commerce Shopping,93284,52,8408.4,High_Risk,83000,0.08807370309463299,0.7755269846015846,24024,0.07856555538944536
46,Female,Single,Professional,170194,Government,10,Large,Own,23173,1,2,2092,27350,3489,17884,6506,Yes,25068,347,350809,466495,Personal Loan,880368,18,22621.2,Not_Eligible,105562,0.14729073880395313,0.6202451320258059,64632,0.13291420379096797
28,Female,Single,Professional,187296,Self-employed,27,Small,Rented,6119,6,3,7526,1845,7594,4848,7500,Yes,26557,646,594305,35569,Home Appliances,578060,6,43857.45,High_Risk,61989,0.14179160259695883,0.3309680932854946,125307,0.23416116735007686
55,Male,Single,High School,152403,Government,16,Medium,Rented,16921,2,0,136,12429,7377,6576,4709,No,5659,769,950347,475201,Personal Loan,430892,13,34508.6,Eligible,53807,0.03713181499051856,0.35305735451401876,98596,0.22642992592009342
42,Male,Single,Professional,126411,Government,2,Medium,Own,26130,3,1,11062,8205,14986,12738,1187,Yes,24597,593,134278,120408,Personal Loan,218334,26,9627.1,Not_Eligible,98905,0.19457958563732586,0.782408176503627,27506,0.07615713822373053
48,Female,Married,High School,57262,Private,22,Medium,Family,26728,1,3,9170,24019,14468,23185,7028,No,3877,332,623710,88888,Home Appliances,180633,33,500.0,Not_Eligible,108475,0.06770633229716042,1.8943627536586218,-51213,0.00873179420907408
47,Male,Single,Professional,131214,Self-employed,22,Large,Family,8982,3,0,13107,2758,7119,8869,4265,Yes,12319,662,995920,345444,Vehicle,1317040,52,25828.25,High_Risk,57419,0.09388479887816849,0.43759812215159966,73795,0.1968406572469401
46,Female,Single,Graduate,121435,Private,4,Medium,Rented,29898,6,3,1484,16914,1792,13798,16977,No,19766,788,535546,5578,E-commerce Shopping,1100446,34,7282.099999999999,High_Risk,100629,0.16277020628319677,0.8286655412360522,20806,0.05996706056738172
26,Female,Single,Post Graduate,101314,Private,2,Medium,Family,6863,3,4,10606,23961,11267,15225,9862,Yes,344,323,790034,238445,Personal Loan,60298,81,8115.099999999999,Not_Eligible,78128,0.003395384645754782,0.7711471267544465,23186,0.0800985056359437
55,Female,Single,High School,179998,Self-employed,28,Large,Own,18332,6,4,3376,15162,12735,3344,2870,Yes,22383,837,272042,388369,Vehicle,1231994,61,35628.6,Eligible,78202,0.12435138168201869,0.43446038289314326,101796,0.19793886598739985
35,Male,Single,High School,101287,Private,14,Medium,Rented,13989,4,3,6372,23701,8748,21810,511,No,1160,349,918094,128105,Education,1237258,14,8748.599999999999,Not_Eligible,76291,0.011452604973984815,0.753216108681272,24996,0.08637436196155478
52,Female,Single,Post Graduate,134318,Private,22,Medium,Family,5178,6,0,6326,24325,1922,7227,5451,Yes,483,394,444824,164902,Vehicle,293135,19,29192.1,Not_Eligible,50912,0.003595943953900445,0.3790407838115517,83406,0.2173357256659569
56,Male,Single,High School,145134,Private,4,Large,Own,21488,5,4,466,19262,2481,4234,5322,Yes,20401,518,370622,487911,Education,204082,4,25018.0,Not_Eligible,73654,0.14056664875218763,0.5074896302727135,71480,0.1723786294045503
29,Male,Single,Post Graduate,139958,Self-employed,21,Medium,Own,20527,3,4,4933,3404,7987,7812,18460,No,15871,680,30169,55931,E-commerce Shopping,1139269,41,21337.4,High_Risk,78994,0.11339830520584747,0.5644121807970963,60964,0.1524557367210163
34,Female,Married,Graduate,32528,Private,2,Small,Rented,12947,2,3,14539,25013,8505,12810,3010,No,1828,578,564641,271480,Education,27300,52,500.0,Not_Eligible,78652,0.05619773733398918,2.4179783571077227,-46124,0.015371372356123954
48,Male,Married,Professional,15068,Private,5,Large,Rented,26011,4,4,974,16766,9933,7172,10401,No,6720,464,513462,299603,Home Appliances,973741,72,500.0,Not_Eligible,77977,0.4459782320148659,5.175006636580833,-62909,0.03318290416777276
59,Male,Married,Graduate,84253,Private,22,Medium,Family,11441,1,1,12910,21394,14191,17262,3745,Yes,26460,358,488837,415952,Home Appliances,1365631,53,500.0,Not_Eligible,107403,0.3140540989638351,1.27476766405944,-23150,0.005934506783141253
47,Female,Single,Professional,95754,Self-employed,13,Small,Family,19232,6,4,10114,15710,3033,12355,11230,Yes,28075,741,418168,19206,Vehicle,1093053,33,500.0,Not_Eligible,99749,0.2931992397184452,1.0417214946634084,-3995,0.005221713975395284
41,Male,Single,Post Graduate,190040,Government,23,Large,Family,24689,5,3,5187,9481,2445,14391,16282,Yes,27629,549,860577,422838,Home Appliances,17977,27,31477.6,Not_Eligible,100104,0.14538518206693327,0.5267522626815407,89936,0.16563670806146075
25,Male,Single,Graduate,105938,Government,1,Medium,Own,18727,4,4,7012,27428,9566,18425,558,No,16699,747,857280,372847,Home Appliances,1330428,59,2633.05,Not_Eligible,98415,0.15762993448998472,0.9289867658441731,7523,0.02485463195453945
55,Female,Married,Professional,194695,Government,17,Large,Own,20917,3,4,10789,5068,3909,24412,18143,No,21246,391,634968,345488,Vehicle,871382,30,31573.85,Not_Eligible,104484,0.10912452810806646,0.5366547677136033,90211,0.16217083130023882
55,Female,Single,Post Graduate,57129,Government,29,Small,Family,16545,4,2,14021,13968,6768,11945,6200,No,13212,577,319487,272963,Personal Loan,729024,47,500.0,Not_Eligible,82659,0.23126608202489105,1.446883369217035,-25530,0.008752122389679498
58,Male,Single,Professional,128996,Private,5,Large,Rented,12104,2,3,7472,10229,9815,4590,3705,Yes,10068,313,527697,300835,E-commerce Shopping,434855,28,24854.55,Not_Eligible,57983,0.0780489317498217,0.4494945579707898,71013,0.19267690471022356
33,Female,Single,High School,76321,Self-employed,23,Medium,Own,25079,2,3,2651,23478,7442,15354,6626,No,13374,378,606309,238459,Education,876511,70,500.0,Not_Eligible,94004,0.17523355301948348,1.231692456859842,-17683,0.006551276843856868
46,Female,Married,High School,26526,Private,4,Small,Own,13347,2,2,1799,11908,10240,23951,5264,Yes,27211,733,221654,25309,Vehicle,193876,31,500.0,Not_Eligible,93720,1.0258237201236522,3.5331372992535623,-67194,0.018849430747191434
37,Male,Married,Post Graduate,172781,Self-employed,13,Large,Family,2634,5,2,14963,10644,1605,15438,3225,Yes,2329,776,249214,49152,Home Appliances,649109,81,42680.05,Eligible,50838,0.01347949137926045,0.29423374097846405,121943,0.2470181906575376
49,Male,Single,Professional,122535,Private,16,Medium,Rented,27081,4,1,1015,23548,3113,15291,1404,Yes,28706,801,383799,307958,Education,1314440,57,7831.95,High_Risk,100158,0.2342677602317705,0.8173827885910148,22377,0.06391602399314482
42,Female,Married,High School,30063,Government,10,Medium,Own,5101,4,4,6238,25461,3576,6089,2697,No,9805,539,889718,95522,Personal Loan,1208594,82,500.0,Not_Eligible,58967,0.3261484216478728,1.9614476266507002,-28904,0.016631740012640124
36,Male,Single,Graduate,150795,Government,0,Small,Rented,22150,3,0,9940,11686,6740,13763,13459,Yes,4470,663,246433,56395,E-commerce Shopping,215108,42,24005.45,High_Risk,82208,0.02964289266885507,0.5451639643224245,68587,0.15919261248715144
41,Female,Single,Professional,19213,Self-employed,9,Small,Own,25970,1,0,11509,13971,6510,23735,5646,Yes,13574,700,143280,340368,E-commerce Shopping,440615,7,500.0,Not_Eligible,100915,0.7065008067454328,5.252433248321449,-81702,0.026024046218706083
39,Female,Married,Professional,37797,Private,8,Large,Rented,17893,2,2,8876,3014,1277,18868,11495,No,14274,441,444963,151119,Home Appliances,1008511,60,500.0,Not_Eligible,75697,0.3776490197634733,2.002725084001376,-37900,0.013228563113474614
39,Male,Married,High School,99946,Government,19,Medium,Rented,18703,1,3,11342,20366,3057,14298,18544,No,2100,538,682876,367259,Personal Loan,1140912,63,4037.6,Not_Eligible,88410,0.02101134612690853,0.8845776719428491,11536,0.0403978148200028
39,Male,Married,High School,103918,Self-employed,11,Small,Own,27826,1,3,9648,4174,2164,15877,650,No,808,791,362778,409375,E-commerce Shopping,773219,24,14969.85,Eligible,61147,0.007775361342597048,0.5884158663561654,42771,0.1440544467753421
37,Female,Married,Post Graduate,191289,Private,25,Medium,Rented,22489,2,1,8560,24884,13073,29462,5597,No,4611,828,850824,299757,Education,766540,39,28914.55,Eligible,108676,0.024104888414911468,0.5681246700019342,82613,0.15115636549932301
41,Female,Single,Professional,38655,Self-employed,0,Large,Own,8671,2,0,6422,25302,13315,14100,5525,Yes,25089,308,629383,488374,Education,618735,76,500.0,Not_Eligible,98424,0.6490492821109818,2.5462165308498252,-59769,0.012934937265554261
56,Female,Single,Graduate,158659,Private,26,Small,Own,13244,3,3,12638,3104,4171,23838,4497,Yes,18722,683,33705,232226,Home Appliances,765522,33,27455.75,High_Risk,80214,0.11800150007248249,0.5055748492048986,78445,0.1730488027782855
33,Female,Married,High School,37555,Private,23,Large,Rented,12446,5,1,13537,19321,6306,25579,13971,No,8186,567,804589,17279,Personal Loan,334867,16,500.0,Not_Eligible,99346,0.21797363866329383,2.6453468246571696,-61791,0.013313806417254694
44,Male,Married,Professional,43071,Private,17,Large,Own,25330,2,1,6047,14017,7536,17864,19719,Yes,5024,621,987359,92690,Education,80834,36,500.0,Not_Eligible,95537,0.11664461006245502,2.218128206914165,-52466,0.011608739058763437
50,Female,Single,High School,35239,Self-employed,11,Small,Rented,3999,1,2,6549,9905,11959,9866,3854,No,20964,698,359728,441436,E-commerce Shopping,895542,55,500.0,Not_Eligible,67096,0.5949090496325095,1.9040267885013764,-31857,0.014188824881523312
51,Male,Single,Post Graduate,138441,Self-employed,1,Large,Own,10028,3,0,6589,12063,14136,8858,1612,Yes,1896,717,94943,224860,Education,834760,23,29140.65,Eligible,55182,0.01369536481244718,0.39859579170910353,83259,0.21049147290181378
45,Male,Single,Professional,112138,Private,0,Medium,Rented,24779,4,1,14658,15814,1260,7128,4476,No,7601,848,238425,358898,E-commerce Shopping,145368,39,12747.7,Eligible,75716,0.0677825536392659,0.6752037667873513,36422,0.11367868162442706
42,Female,Single,Professional,64151,Government,0,Small,Own,27418,3,1,14965,17096,13325,28927,10317,No,19084,679,526280,59983,Personal Loan,290605,26,500.0,Not_Eligible,131132,0.29748561986562955,2.044114666957647,-66981,0.007794110769902262
37,Male,Married,Post Graduate,17203,Private,24,Medium,Own,16376,2,1,6216,17334,6185,19819,10222,Yes,7282,792,182918,293635,Home Appliances,1379332,66,500.0,Not_Eligible,83434,0.4232982619310585,4.849968028832181,-66231,0.029064698017787594
40,Male,Married,Graduate,159707,Self-employed,28,Large,Family,19733,6,0,12805,17819,14786,26524,2276,Yes,1138,559,285137,408980,Home Appliances,629356,19,22619.1,Not_Eligible,95081,0.007125548660985429,0.5953464782382738,64626,0.14162873261660414
33,Female,Married,High School,198643,Private,0,Small,Own,11406,2,2,1344,4565,4565,22874,13463,Yes,15110,642,828811,56829,Home Appliances,1399557,48,43860.6,High_Risk,73327,0.07606610854648792,0.36913961226924685,125316,0.2208011357057636
36,Male,Single,Post Graduate,147216,Self-employed,21,Medium,Own,28167,5,4,4117,1538,4818,24328,3886,Yes,16507,828,135445,379504,Vehicle,505064,33,22349.25,Eligible,83361,0.11212775785240735,0.5662495924356048,63855,0.1518126426475383
43,Male,Single,Professional,178771,Private,11,Medium,Rented,29183,3,3,8370,10804,5562,22244,12191,No,15654,401,239430,282738,Home Appliances,177078,52,26167.05,Not_Eligible,104008,0.08756453787247373,0.5817945863702726,74763,0.1463718947704046
31,Female,Married,Post Graduate,106663,Private,6,Medium,Rented,4211,2,0,10947,13225,7207,9723,7650,Yes,26478,517,280476,183979,Home Appliances,817522,52,9527.7,Not_Eligible,79441,0.24823978324254897,0.7447849769835838,27222,0.08932525805574568
59,Female,Married,Professional,144844,Government,3,Medium,Rented,16775,1,0,9324,24321,3794,4073,5587,Yes,18010,595,18119,129597,E-commerce Shopping,808744,45,22036.0,Not_Eligible,81884,0.1243406699621662,0.5653254535914501,62960,0.15213609124299246
42,Female,Married,Post Graduate,27213,Government,20,Medium,Rented,11606,1,0,7539,18552,10395,11861,3753,No,1584,403,494625,247424,Personal Loan,1340424,19,500.0,Not_Eligible,65290,0.05820747436886782,2.399220960570316,-38077,0.01837357145481939
40,Female,Single,Graduate,31944,Self-employed,19,Large,Family,11636,3,4,7864,26773,7988,24701,9311,Yes,19842,432,413421,129874,Personal Loan,955380,80,500.0,Not_Eligible,108115,0.6211495116453795,3.384516654144753,-76171,0.015652391685449536
28,Female,Married,Professional,81723,Private,3,Large,Family,7951,5,3,1479,18584,3012,11654,10724,No,20752,820,48251,253234,Education,1043379,72,2648.45,Not_Eligible,74156,0.2539309619079084,0.907406727604224,7567,0.03240764533852159
49,Female,Single,Post Graduate,83947,Self-employed,25,Large,Rented,23215,6,3,13878,27627,11002,3376,17060,Yes,21144,359,772044,179315,Home Appliances,973033,21,500.0,Not_Eligible,117302,0.25187320571312855,1.3973340321869752,-33355,0.005956138992459528
56,Female,Married,Graduate,180529,Private,14,Large,Rented,19157,3,1,5348,18054,7242,5593,3054,Yes,1405,575,731990,179307,Personal Loan,176505,52,42236.6,Not_Eligible,59853,0.0077826831146242436,0.3315423006829928,120676,0.23396019476095253
37,Male,Married,Graduate,50191,Private,30,Large,Rented,18800,5,1,13225,29951,12800,19819,15904,No,11485,422,493343,222425,Personal Loan,864317,64,500.0,Not_Eligible,121984,0.228825885118846,2.430395887708952,-71793,0.009961945368691598
41,Male,Married,High School,87264,Private,0,Large,Rented,1238,1,2,3066,12861,9495,28596,15744,No,26614,766,997777,144075,Personal Loan,154216,29,500.0,Not_Eligible,97614,0.3049825815914925,1.118605610561056,-10350,0.00572973964063073
30,Female,Single,Professional,179816,Government,5,Large,Own,23096,2,0,7091,27710,2096,28299,17647,No,1244,647,588266,466576,Personal Loan,455204,42,25421.55,High_Risk,107183,0.006918183031543355,0.5960704275481603,72633,0.1413753503581439
43,Male,Single,High School,199496,Self-employed,13,Medium,Rented,27524,4,2,12220,19748,13220,24775,3344,No,5892,788,676184,352292,E-commerce Shopping,682240,39,32470.55,Eligible,106723,0.029534426755423667,0.5349631070297148,92773,0.1627629125395998
