age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
50,Male,Married,Post Graduate,64874,Private,7,Large,Own,17663,6,2,12652,12701,3097,15507,994,No,16873,732,400683,337467,Personal Loan,1446986,74,500.0,Not_Eligible
49,Female,Single,High School,127158,Self-employed,1,Small,Family,22382,6,0,8048,22093,4822,18998,2489,Yes,7127,525,803765,342482,Vehicle,1265678,20,14419.65,Not_Eligible
34,Female,Single,High School,163202,Self-employed,8,Small,Rented,17204,4,1,7347,7264,5821,13083,2661,No,21698,315,354540,353963,Education,455429,63,30843.399999999998,Not_Eligible
39,Female,Married,Professional,101257,Government,3,Medium,Family,9535,4,4,2115,26786,4866,9572,15363,No,26883,467,481239,289145,E-commerce Shopping,1384431,61,2147.95,Not_Eligible
46,Male,Single,High School,145538,Private,11,Medium,Family,6119,1,2,7282,21322,12823,9951,15344,No,21739,307,665223,254055,Home Appliances,1066903,5,17835.3,Not_Eligible
45,Male,Married,Graduate,187466,Private,25,Large,Own,18679,5,1,7193,13748,7209,23514,3515,No,18426,737,71395,423391,Vehicle,171209,8,33313.7,Eligible
46,Male,Single,Professional,64635,Private,30,Large,Own,16387,3,3,10446,23747,11206,6863,5010,Yes,9733,734,460541,455812,E-commerce Shopping,492260,15,500.0,Not_Eligible
60,Female,Married,Graduate,128023,Self-employed,10,Small,Family,2560,4,3,72,5747,9076,20058,5515,Yes,22264,685,732443,74670,Education,390176,17,21955.85,High_Risk
58,Male,Single,Post Graduate,114837,Government,4,Small,Own,23365,1,1,13570,20640,3349,21284,7920,Yes,28723,465,940373,21034,Vehicle,1355330,46,500.0,Not_Eligible
54,Male,Married,Post Graduate,32404,Private,11,Small,Family,10745,5,2,3457,20734,12590,26713,18310,Yes,4882,611,993268,6958,Education,1365168,10,500.0,Not_Eligible
49,Female,Single,High School,87629,Private,26,Large,Rented,30,5,2,2022,25669,1383,27293,5076,Yes,24697,831,69055,447716,Education,599597,80,510.65,Not_Eligible
52,Male,Married,High School,28156,Self-employed,20,Large,Rented,22336,2,4,4085,27035,3585,7503,16612,No,5935,351,626788,489989,Vehicle,571729,27,500.0,Not_Eligible
25,Male,Single,Graduate,64999,Private,3,Small,Own,26228,1,1,10269,2761,1702,7099,11403,No,3288,620,509045,283835,E-commerce Shopping,594675,35,787.15,Not_Eligible
28,Female,Married,Graduate,159857,Government,12,Large,Rented,8132,1,3,7588,26618,3096,23840,12102,Yes,15030,574,60076,382371,Vehicle,228389,67,22207.85,Not_Eligible
31,Female,Single,Graduate,194431,Private,21,Small,Rented,25874,2,1,9218,24611,1318,25449,6585,Yes,13754,752,505178,36772,Education,1409792,67,30667.699999999997,Eligible
33,Male,Married,Post Graduate,29694,Government,0,Medium,Family,12996,3,0,13832,23257,9212,22421,14910,Yes,23497,575,106584,159692,Personal Loan,655528,19,500.0,Not_Eligible
60,Female,Single,Graduate,182186,Government,17,Small,Own,17269,4,2,1543,14301,12696,3589,19023,Yes,24613,607,582725,474485,Education,844288,84,31203.199999999997,High_Risk
43,Male,Married,Professional,84549,Government,3,Large,Rented,23876,6,0,12808,16853,1591,19023,1294,No,28755,390,880456,310731,Vehicle,736700,54,500.0,Not_Eligible
25,Female,Married,Professional,47799,Self-employed,3,Large,Own,25776,2,3,4496,8500,5104,24861,17932,No,10116,740,490501,104965,E-commerce Shopping,626191,17,500.0,Not_Eligible
34,Male,Married,Post Graduate,105288,Self-employed,7,Large,Own,27934,4,2,5783,27844,11388,25131,16900,No,18345,717,577029,282397,Education,979702,53,500.0,Not_Eligible
60,Female,Married,Graduate,157228,Government,24,Large,Own,26555,6,3,14279,6017,2460,4889,13231,No,15467,718,265735,432228,E-commerce Shopping,490495,64,26015.5,Eligible
33,Male,Single,Graduate,156376,Government,27,Small,Rented,21227,1,3,10228,25056,11738,21766,19872,No,21489,698,764388,173949,E-commerce Shopping,875008,62,8750.0,High_Risk
56,Female,Single,High School,55645,Private,19,Small,Own,4038,2,3,4749,22342,2911,14554,15903,No,16034,558,588127,231643,Home Appliances,69971,58,500.0,Not_Eligible
56,Female,Single,Professional,185010,Private,5,Medium,Own,26702,6,4,5045,6847,4126,21716,14516,No,3836,303,39898,280713,E-commerce Shopping,323689,32,35777.7,Not_Eligible
30,Female,Married,Post Graduate,92614,Private,3,Small,Family,18674,3,3,847,8980,13584,4059,11247,Yes,21218,512,981938,86683,Education,1379480,75,4901.75,Not_Eligible
41,Female,Married,Graduate,148387,Self-employed,3,Medium,Family,3894,4,3,12272,16674,11757,6395,14868,Yes,17410,705,863825,329989,Education,1260270,36,22790.949999999997,Eligible
34,Female,Married,High School,113369,Private,27,Small,Family,4596,4,0,9687,429,7912,27014,3009,Yes,22312,368,243883,119368,Vehicle,764697,42,13443.5,Not_Eligible
51,Female,Married,Post Graduate,27420,Government,10,Small,Family,16588,4,0,934,597,7847,19778,8163,No,25247,530,575230,276759,Vehicle,1234754,13,500.0,Not_Eligible
59,Female,Married,Post Graduate,33312,Government,27,Large,Own,9675,1,0,1395,8050,8044,19950,18364,No,27939,582,326680,58931,E-commerce Shopping,1020713,81,500.0,Not_Eligible
45,Male,Single,Professional,36395,Self-employed,8,Medium,Family,21886,6,2,6574,4527,6348,20456,5557,Yes,20509,605,705597,320593,Personal Loan,1328090,31,500.0,Not_Eligible
49,Male,Single,Graduate,55301,Self-employed,13,Large,Family,27346,4,4,538,1557,2270,5510,8416,Yes,627,567,952344,260419,Education,599432,13,3162.95,Not_Eligible
52,Female,Single,Post Graduate,61972,Private,3,Large,Rented,29004,5,2,11611,23173,8166,10480,2250,No,12283,437,890919,422316,E-commerce Shopping,976099,3,500.0,Not_Eligible
39,Female,Married,High School,78294,Self-employed,12,Small,Family,27226,4,4,8262,20984,1281,9100,15400,No,5286,348,380695,470389,Vehicle,379387,83,500.0,Not_Eligible
28,Male,Married,High School,95853,Government,5,Small,Family,12453,1,4,13793,24439,12008,5402,11173,No,28764,334,895162,252409,Education,154379,77,500.0,Not_Eligible
53,Male,Married,Post Graduate,135135,Government,29,Medium,Rented,26784,2,1,14042,672,13544,9486,8327,No,10457,481,305403,20950,Home Appliances,408938,31,18138.05,Not_Eligible
33,Female,Married,High School,194297,Self-employed,12,Medium,Own,24581,4,1,14113,2854,6212,21486,13795,No,19544,419,748866,401347,Vehicle,1374678,65,32099.199999999997,Not_Eligible
51,Male,Married,Post Graduate,97504,Government,24,Small,Own,7820,4,1,8447,17962,2829,14575,5152,No,29883,567,956038,54028,Home Appliances,376222,78,3792.6,Not_Eligible
50,Male,Married,High School,37854,Self-employed,2,Medium,Rented,24524,2,4,10386,17816,9744,26448,9244,Yes,20151,775,31605,41930,Education,422239,61,500.0,Not_Eligible
43,Female,Married,Post Graduate,136373,Government,22,Small,Rented,16915,6,4,901,5521,4739,26525,19421,No,29643,577,683678,189002,Personal Loan,1160394,38,11447.8,Not_Eligible
52,Female,Single,Post Graduate,85780,Private,6,Small,Own,10284,6,2,8861,8232,7276,28490,6588,Yes,5841,536,27159,317586,E-commerce Shopping,336256,17,3572.7999999999997,Not_Eligible
41,Female,Single,Post Graduate,177001,Self-employed,0,Small,Family,12744,5,4,1883,4479,3964,28687,17777,Yes,25461,543,736679,448672,E-commerce Shopping,576117,75,28702.1,Not_Eligible
44,Male,Married,High School,121458,Self-employed,10,Medium,Rented,8016,1,3,8331,19317,6616,16191,16310,Yes,29369,820,929519,312013,Personal Loan,1351779,62,6057.799999999999,High_Risk
47,Female,Married,Post Graduate,72103,Self-employed,1,Large,Rented,16610,2,3,2702,17698,8763,8439,370,No,6425,553,107213,34060,E-commerce Shopping,1455845,17,3883.6,Not_Eligible
56,Female,Married,Professional,78620,Government,4,Medium,Rented,6142,1,4,10860,18199,12659,22845,18043,No,17358,543,618065,13574,E-commerce Shopping,666197,36,500.0,Not_Eligible
57,Male,Single,Post Graduate,104590,Private,23,Large,Own,7482,6,3,9638,4278,12116,23307,9113,Yes,24964,335,173929,485152,Home Appliances,754299,64,4792.2,Not_Eligible
29,Female,Single,Graduate,99124,Self-employed,21,Medium,Own,18483,2,4,11110,23291,3807,21701,19827,No,16055,460,488005,318623,E-commerce Shopping,933123,18,500.0,Not_Eligible
58,Male,Married,Graduate,59590,Government,29,Large,Own,7313,3,1,12095,1895,3919,8991,7657,No,21408,440,290085,317996,Home Appliances,1247651,25,500.0,Not_Eligible
35,Male,Single,Professional,115196,Self-employed,13,Large,Own,23674,5,4,4159,17447,12196,3965,17660,Yes,10376,753,103723,284983,E-commerce Shopping,865236,35,9001.65,High_Risk
27,Male,Single,Post Graduate,87554,Government,28,Medium,Own,14030,3,1,9486,13910,2570,14723,6629,Yes,28959,432,218253,487652,E-commerce Shopping,157101,34,500.0,Not_Eligible
57,Male,Single,Graduate,156693,Private,12,Medium,Family,20950,6,0,14009,11488,11488,28725,10678,Yes,5452,573,331432,28615,Vehicle,414103,18,18866.05,Not_Eligible
35,Male,Married,Post Graduate,132781,Government,15,Large,Family,25472,2,3,9059,5404,6756,26366,8793,No,4714,317,479116,482605,Personal Loan,384649,81,16175.949999999999,Not_Eligible
40,Male,Single,Graduate,15973,Government,22,Small,Own,9512,6,0,11074,24713,7707,21616,10257,No,24987,575,740543,317153,Vehicle,845216,30,500.0,Not_Eligible
42,Female,Single,High School,73786,Self-employed,14,Large,Own,19045,2,3,12800,8526,11528,11556,16592,No,24982,659,34211,36626,E-commerce Shopping,777074,16,500.0,Not_Eligible
54,Female,Married,High School,119919,Government,30,Large,Own,27135,1,0,13318,12425,11648,6613,14862,Yes,12887,321,923406,394339,Home Appliances,458896,23,7360.849999999999,Not_Eligible
34,Female,Married,Professional,52097,Self-employed,2,Small,Rented,1664,2,4,1416,5593,8949,16007,14570,No,8188,516,575093,94625,E-commerce Shopping,755668,73,500.0,Not_Eligible
42,Male,Single,Professional,136403,Government,5,Large,Rented,17909,6,0,11264,12775,7876,4031,3206,No,18408,765,733122,242915,Education,1206095,33,21326.899999999998,Eligible
43,Female,Married,Post Graduate,49245,Private,8,Small,Own,20134,1,3,11524,29247,13596,28229,210,No,9340,792,792346,337086,Education,443615,24,500.0,Not_Eligible
60,Male,Single,Professional,69841,Government,2,Small,Own,29897,1,2,14382,2676,9252,17127,11815,Yes,27844,793,675525,276549,Education,667443,27,500.0,Not_Eligible
37,Female,Single,Post Graduate,40346,Self-employed,29,Medium,Rented,14750,2,3,4963,24476,4575,23179,16656,Yes,19053,500,135346,166650,Education,679686,48,500.0,Not_Eligible
27,Male,Married,High School,120633,Government,12,Large,Rented,23141,1,2,4873,26209,3828,6867,6287,No,3578,564,70585,273919,E-commerce Shopping,1094080,44,16047.499999999998,Not_Eligible
34,Female,Married,High School,86980,Government,28,Large,Rented,3654,6,4,5121,5265,3574,18237,9918,Yes,22333,588,340601,61308,Education,970592,6,6607.299999999999,Not_Eligible
25,Male,Single,Graduate,105417,Private,12,Small,Rented,13733,5,3,2582,29569,4382,10581,3579,Yes,3119,562,695137,408310,Personal Loan,1471964,35,13255.199999999999,Not_Eligible
51,Female,Married,Post Graduate,195225,Self-employed,21,Large,Rented,18951,3,0,358,14744,4764,23470,10973,No,25921,716,316220,258357,E-commerce Shopping,475431,56,33615.4,Eligible
32,Male,Married,High School,91942,Private,6,Small,Own,29345,2,4,1500,9725,11439,6203,7501,No,3261,365,333311,391094,Vehicle,731514,31,8038.799999999999,Not_Eligible
41,Female,Single,High School,120147,Government,4,Large,Own,17480,1,3,8119,17492,4424,18353,8693,Yes,7790,810,940461,214833,E-commerce Shopping,116115,49,13228.599999999999,Eligible
33,Male,Single,Post Graduate,105975,Private,25,Large,Rented,3098,1,4,1938,17970,2098,23802,3825,No,16383,755,242286,41792,Home Appliances,247035,72,12901.349999999999,Eligible
30,Female,Single,Graduate,20972,Government,28,Small,Own,19624,6,2,13733,24158,11995,8001,10065,No,26333,392,373016,6444,Personal Loan,1112202,58,500.0,Not_Eligible
49,Female,Single,Graduate,63063,Government,7,Small,Rented,11014,1,4,814,3861,14582,21533,17493,No,13808,479,308826,392221,E-commerce Shopping,757117,27,500.0,Not_Eligible
52,Female,Single,Graduate,145017,Private,7,Large,Rented,24351,1,0,8787,21512,14332,7890,3064,No,22596,334,315554,13390,Vehicle,723292,60,14869.749999999998,Not_Eligible
57,Male,Single,Graduate,72055,Private,21,Large,Rented,23112,5,3,14539,4954,12299,29065,3151,No,10935,595,461868,269128,Home Appliances,1402061,76,500.0,Not_Eligible
33,Male,Married,High School,157003,Government,6,Small,Own,21712,2,2,5066,1112,1197,16740,14128,No,23881,727,592646,472310,Home Appliances,290200,50,25608.449999999997,Eligible
42,Male,Married,Post Graduate,153774,Private,18,Medium,Own,7778,2,4,8418,1112,14464,25602,8143,No,23022,594,498830,219452,Vehicle,1417769,53,22832.25,Not_Eligible
45,Male,Single,Post Graduate,99834,Private,28,Medium,Own,11119,6,1,11187,10458,11283,16411,13465,Yes,13171,831,36013,123100,Vehicle,1292862,76,4459.0,Not_Eligible
26,Male,Married,High School,167612,Government,6,Large,Own,24463,5,2,3835,19273,3688,7839,14634,No,9891,652,996440,359866,Vehicle,248825,82,29396.149999999998,High_Risk
60,Female,Married,High School,72450,Self-employed,22,Large,Family,13185,5,2,4912,16733,8098,9379,17733,No,17926,514,55040,438401,Vehicle,850868,17,500.0,Not_Eligible
39,Male,Single,High School,80252,Private,3,Large,Rented,14250,5,0,6086,3962,7129,24772,13042,Yes,29087,352,814266,218269,Education,383189,48,500.0,Not_Eligible
52,Female,Married,Professional,61904,Private,9,Small,Rented,3614,2,0,6294,18307,10760,24367,8200,No,13530,439,902387,412845,Personal Loan,1235994,56,500.0,Not_Eligible
42,Female,Married,Post Graduate,67320,Self-employed,29,Large,Own,17231,4,4,11510,12692,10062,23022,3499,No,25472,747,455662,102397,Vehicle,648941,56,500.0,Not_Eligible
58,Male,Single,Post Graduate,46000,Private,12,Large,Own,14254,6,1,14129,24443,1509,28853,9305,No,24121,325,340339,344822,Education,1183074,81,500.0,Not_Eligible
46,Female,Married,Post Graduate,110341,Government,3,Large,Family,3616,6,2,2064,24349,3463,24206,11683,Yes,7669,849,949080,413763,E-commerce Shopping,1302054,67,11651.849999999999,Eligible
35,Male,Married,Graduate,17599,Private,29,Medium,Rented,2704,3,4,2351,23712,13225,23808,13314,No,19731,587,723479,272530,Home Appliances,1479614,64,500.0,Not_Eligible
37,Male,Single,High School,102636,Government,18,Large,Rented,23138,5,1,14200,42,11648,18171,15285,No,8609,496,142824,403923,E-commerce Shopping,680525,72,4040.0499999999997,Not_Eligible
28,Male,Married,High School,15018,Self-employed,9,Large,Own,3893,5,4,9729,11737,13583,8927,4587,Yes,29234,411,781970,141316,E-commerce Shopping,1117494,54,500.0,Not_Eligible
46,Female,Married,High School,146930,Self-employed,6,Small,Own,11573,2,2,7364,5877,8097,5417,7874,Yes,5539,770,250664,29256,Education,695034,21,33316.15,Eligible
31,Male,Married,Professional,172064,Self-employed,4,Medium,Family,11263,6,4,13757,26881,2888,23126,7161,No,22425,668,107751,102611,Education,609459,45,22597.05,High_Risk
48,Male,Single,Post Graduate,178652,Private,2,Small,Rented,2994,2,0,1364,5974,3250,3258,17060,No,10966,681,460916,286264,Vehicle,256205,8,46825.1,High_Risk
28,Male,Single,High School,85916,Self-employed,21,Large,Family,29318,3,0,11020,15518,5671,17563,2772,No,1184,327,154595,205246,Vehicle,270411,70,1004.4999999999999,Not_Eligible
52,Female,Married,Professional,181872,Private,27,Large,Rented,4533,1,3,1084,15491,6010,23856,14244,No,18432,446,29446,118323,Education,122237,12,34377.7,Not_Eligible
39,Male,Married,High School,134193,Private,21,Large,Own,1500,2,1,266,15918,1984,19528,1383,Yes,5186,609,83995,10608,Personal Loan,492281,45,30949.8,High_Risk
25,Female,Single,Graduate,73770,Private,21,Large,Family,18826,3,2,8151,17235,1795,25607,10434,No,28209,677,526200,423994,Vehicle,1385566,57,500.0,Not_Eligible
27,Female,Single,Post Graduate,52487,Self-employed,1,Large,Own,1725,2,1,13408,13356,7089,22494,498,Yes,24098,380,933796,381243,E-commerce Shopping,274995,11,500.0,Not_Eligible
38,Male,Married,Professional,159015,Self-employed,28,Small,Rented,9757,2,0,13594,11584,1847,22137,6711,No,24738,314,665495,262266,Vehicle,752988,67,24026.449999999997,Not_Eligible
25,Female,Single,High School,117342,Private,10,Large,Rented,14392,2,2,9462,13301,2391,20092,9832,Yes,314,514,176869,64079,Vehicle,687191,53,16645.3,Not_Eligible
45,Female,Married,Post Graduate,76457,Self-employed,9,Large,Family,7341,4,3,8226,13505,8593,11437,1854,No,29004,322,692504,151930,Personal Loan,311016,65,500.0,Not_Eligible
53,Male,Married,Professional,33836,Private,27,Medium,Own,26319,4,0,4881,17670,6717,23812,16087,Yes,20064,635,678720,38640,Education,171111,58,500.0,Not_Eligible
29,Male,Single,Post Graduate,116150,Self-employed,22,Medium,Rented,16709,5,0,67,27058,3993,29187,1069,Yes,25100,489,836693,314963,Personal Loan,735671,83,4538.45,Not_Eligible
34,Male,Single,Post Graduate,26394,Government,12,Large,Rented,4417,4,1,188,20163,8627,10570,9787,No,7445,580,725599,108435,Vehicle,1438539,14,500.0,Not_Eligible
52,Female,Married,Graduate,87158,Self-employed,6,Large,Family,10422,3,4,4136,12817,5457,22196,12019,No,14391,459,130732,79833,Personal Loan,1343644,48,2001.9999999999998,Not_Eligible
45,Male,Married,Post Graduate,139660,Self-employed,9,Large,Family,2666,2,1,12895,22390,5571,15565,8538,No,10628,684,23252,322662,Vehicle,1160812,18,21492.449999999997,High_Risk
31,Female,Single,Professional,125599,Self-employed,27,Large,Own,9401,4,0,682,11560,13591,25503,6589,Yes,16976,583,629657,322208,Personal Loan,1181935,80,14453.949999999999,Not_Eligible
27,Female,Married,Post Graduate,40280,Private,3,Large,Family,20745,6,1,13232,15860,11424,10175,10414,No,7082,390,570062,202379,Home Appliances,12794,72,500.0,Not_Eligible
44,Female,Single,Professional,139221,Private,26,Large,Rented,16003,2,4,11146,20074,11504,12579,17212,No,18121,792,514819,408468,Home Appliances,28980,49,11403.699999999999,Eligible
43,Female,Single,Post Graduate,92318,Government,21,Small,Own,7152,1,3,3138,26692,10629,14715,18070,Yes,19706,783,832568,268793,Vehicle,355338,62,500.0,Not_Eligible
59,Female,Single,High School,147231,Government,19,Small,Own,17225,5,2,13234,17432,9593,12926,14134,Yes,730,439,680466,382263,Personal Loan,261964,59,21684.949999999997,Not_Eligible
28,Male,Single,Graduate,85162,Government,15,Small,Own,29000,4,0,9523,18999,11412,3251,7464,No,12814,762,881984,319351,Vehicle,1210785,65,500.0,Not_Eligible
29,Male,Single,High School,169512,Private,19,Medium,Rented,28477,6,1,3190,16896,1877,22327,9667,Yes,3692,319,159320,23190,Personal Loan,715497,32,29185.1,Not_Eligible
25,Female,Married,Graduate,67712,Government,5,Large,Family,11628,6,0,852,22497,4154,5005,9636,Yes,28040,638,302490,479635,Education,657477,7,500.0,Not_Eligible
28,Female,Single,Professional,124578,Government,8,Medium,Own,4778,2,2,7353,16566,6709,9161,2698,Yes,4219,709,26573,332758,Personal Loan,281737,17,25582.899999999998,Eligible
36,Male,Single,Graduate,193728,Self-employed,27,Medium,Rented,16169,1,1,13261,16258,14633,17725,3906,Yes,3142,733,572923,143920,Personal Loan,183342,33,38021.899999999994,Eligible
51,Male,Single,Post Graduate,152661,Government,12,Medium,Family,18455,5,3,7237,2101,10098,22697,17007,Yes,9912,501,683865,15022,Vehicle,703838,20,22803.899999999998,Not_Eligible
47,Female,Single,Post Graduate,63241,Self-employed,30,Small,Own,17668,5,2,11250,9296,5441,4276,16541,Yes,29375,324,777916,441413,Personal Loan,1050036,79,500.0,Not_Eligible
49,Female,Single,High School,38233,Private,6,Large,Family,17762,1,4,8948,16543,2095,12219,5821,No,19880,330,570769,350462,Vehicle,1414243,45,500.0,Not_Eligible
45,Male,Single,Graduate,181083,Private,17,Large,Family,6339,4,4,12188,11649,12714,28972,12246,No,25484,767,940168,311596,Vehicle,905835,13,25021.85,Eligible
48,Male,Single,Professional,23177,Self-employed,13,Medium,Family,19042,4,0,1694,5568,2806,4448,12096,No,2959,506,174216,50678,E-commerce Shopping,348887,53,500.0,Not_Eligible
49,Female,Married,Professional,180600,Government,21,Small,Rented,19945,2,4,9499,8929,6996,9892,12296,No,29665,701,93622,210123,Vehicle,350921,14,29182.3,Eligible
56,Male,Married,Post Graduate,129506,Private,29,Medium,Own,22391,3,1,13930,10503,2676,20586,2636,No,8519,467,576386,152738,Personal Loan,1104527,58,16892.75,Not_Eligible
56,Male,Married,Professional,76351,Self-employed,4,Medium,Own,21836,2,4,14257,19052,9399,27587,10231,No,6710,642,516205,302919,Home Appliances,576481,21,500.0,Not_Eligible
29,Female,Married,Post Graduate,106908,Private,21,Large,Own,10079,2,3,2595,11245,10557,8999,11052,No,5083,366,56866,93047,Education,1418351,3,16554.3,Not_Eligible
60,Female,Single,Post Graduate,66827,Private,12,Small,Rented,20396,2,1,5467,3380,14344,28892,4190,No,8646,310,230944,17783,Personal Loan,1172164,16,500.0,Not_Eligible
40,Female,Married,Post Graduate,169580,Government,23,Large,Family,18362,1,0,1218,19499,6501,11961,9492,Yes,23201,710,831585,317594,Personal Loan,212326,83,27771.1,Eligible
57,Male,Single,High School,95501,Private,7,Medium,Rented,12919,5,0,5899,24776,10601,13498,5068,No,25312,464,572910,56783,Personal Loan,1255245,68,500.0,Not_Eligible
45,Female,Married,High School,83772,Self-employed,14,Large,Own,20800,5,4,8675,1307,8276,9740,19353,No,9347,439,206609,92462,E-commerce Shopping,676702,40,2195.8999999999996,Not_Eligible
33,Male,Married,Post Graduate,30611,Government,18,Medium,Family,13758,3,4,14295,10386,14276,9438,19416,Yes,18358,780,442411,69876,Home Appliances,984571,22,500.0,Not_Eligible
30,Female,Single,Post Graduate,168354,Self-employed,8,Small,Rented,21880,4,0,4683,21943,12117,12548,4212,Yes,8293,711,846645,108831,Personal Loan,497686,54,28937.3,Eligible
59,Female,Single,Post Graduate,56003,Self-employed,5,Large,Rented,28874,2,1,7447,11667,13449,22567,17863,No,26457,561,142607,140316,Vehicle,76415,25,500.0,Not_Eligible
46,Male,Married,Professional,157412,Self-employed,22,Large,Rented,11353,1,2,8000,21190,11255,4973,18756,Yes,20417,805,276328,397510,Home Appliances,437166,67,21513.8,Eligible
29,Male,Married,Post Graduate,111629,Government,24,Large,Rented,24258,1,0,13659,28665,8181,13445,18327,No,24287,512,358213,120783,Home Appliances,1267726,8,500.0,Not_Eligible
47,Female,Married,Post Graduate,101643,Private,30,Large,Family,18608,2,3,7759,9961,11982,21653,1442,Yes,21734,644,276260,473140,Personal Loan,412271,81,2976.3999999999996,Not_Eligible
41,Female,Married,Graduate,89684,Self-employed,13,Large,Rented,29298,1,1,12180,19639,9437,16841,3989,No,5993,335,160700,353372,Vehicle,775991,19,500.0,Not_Eligible
36,Male,Single,Graduate,123610,Private,28,Small,Family,14156,1,2,11741,2594,14357,28612,4902,Yes,6714,343,696169,203191,Home Appliances,1323106,38,14186.9,Not_Eligible
47,Female,Married,Graduate,135332,Private,22,Small,Rented,10271,2,2,9313,26514,9068,8389,12086,Yes,17192,706,815458,347352,Education,1159927,64,14874.65,Eligible
40,Male,Married,Graduate,98035,Self-employed,9,Large,Own,16239,3,1,281,17616,3602,9183,15805,No,12225,386,338810,176426,Vehicle,1458015,61,8079.4,Not_Eligible
27,Male,Married,Post Graduate,33165,Private,8,Medium,Rented,7089,1,0,8821,4967,6167,21936,550,No,1241,334,593649,24163,Home Appliances,1394328,68,500.0,Not_Eligible
54,Female,Married,Graduate,124322,Government,16,Medium,Rented,13014,5,2,2466,8766,4481,12946,10643,No,7086,752,760248,431215,Home Appliances,554038,55,22722.0,Eligible
46,Male,Married,Professional,164332,Government,12,Large,Own,17337,6,3,12510,16465,2477,15230,10343,No,27930,616,520695,441987,Vehicle,525231,13,21714.0,High_Risk
33,Male,Single,Professional,69515,Private,16,Large,Family,27443,5,1,4175,24838,7285,24807,10382,No,28238,465,24652,279999,E-commerce Shopping,1251863,12,500.0,Not_Eligible
53,Male,Single,Graduate,124446,Private,18,Small,Rented,23318,6,4,4921,28414,3497,7617,19145,Yes,20116,479,357937,168918,Vehicle,444828,6,6096.299999999999,Not_Eligible
47,Female,Single,High School,45480,Government,12,Small,Rented,26866,6,0,10921,27546,14500,28720,13204,Yes,10607,813,931325,77462,Education,1342930,21,500.0,Not_Eligible
37,Male,Single,Professional,198599,Private,8,Large,Own,5917,5,1,6556,15398,6850,26861,10785,No,28762,746,204754,34077,E-commerce Shopping,715729,56,34114.5,Eligible
56,Female,Single,Professional,74789,Private,0,Large,Family,8261,2,3,11656,8477,2480,4698,14194,Yes,9953,777,25684,194602,Personal Loan,479868,41,5274.5,High_Risk
47,Female,Married,Graduate,197974,Private,0,Medium,Own,15350,6,2,2381,24598,2787,16975,17207,Yes,1392,652,322011,349399,E-commerce Shopping,592555,84,41049.399999999994,High_Risk
41,Female,Single,Graduate,47191,Private,4,Small,Rented,9286,5,0,2936,28243,14260,5352,1106,No,18570,834,597417,178991,Education,164115,64,500.0,Not_Eligible
45,Male,Single,Post Graduate,74488,Self-employed,7,Large,Family,5742,4,0,9543,12182,2812,18785,16180,Yes,19798,325,813288,299983,Education,1186854,44,500.0,Not_Eligible
26,Male,Married,Professional,182116,Private,17,Small,Rented,4253,1,1,13313,19929,13403,24962,16109,No,26737,329,187797,422998,Education,1436721,31,22193.5,Not_Eligible
30,Female,Single,Graduate,195672,Government,3,Large,Own,16932,3,1,13514,14319,3923,26123,18603,Yes,26645,523,474940,487141,Home Appliances,1289926,81,26464.55,Not_Eligible
42,Female,Single,Graduate,102457,Self-employed,30,Large,Rented,1839,6,3,10497,22830,3561,17537,11961,No,5142,405,817363,283765,E-commerce Shopping,1021526,46,10181.5,Not_Eligible
54,Male,Single,Post Graduate,194848,Self-employed,21,Large,Own,18335,5,4,6906,20685,3946,9705,16745,Yes,9280,839,657490,274153,Education,323949,35,38236.1,Eligible
46,Female,Single,Professional,117476,Government,30,Large,Own,14661,2,1,11630,17839,13300,25939,9955,Yes,24122,756,646792,337938,E-commerce Shopping,345033,44,500.0,Not_Eligible
57,Female,Married,Graduate,158908,Private,0,Medium,Family,9250,6,1,7313,16478,11516,11411,12419,No,29131,360,249973,299059,E-commerce Shopping,1126488,13,21486.5,Not_Eligible
54,Male,Married,Post Graduate,89525,Self-employed,14,Large,Own,11743,3,1,9028,18906,14563,19310,2957,No,20056,475,562831,420590,Personal Loan,80156,61,500.0,Not_Eligible
41,Female,Single,Graduate,67648,Self-employed,19,Medium,Family,18891,2,3,6139,136,1915,18514,7086,Yes,1733,762,124185,75257,Personal Loan,1191148,17,4631.9,Not_Eligible
56,Male,Married,High School,28740,Private,3,Medium,Family,28483,3,2,3449,18421,10084,21016,14944,No,8305,440,624908,440131,Personal Loan,882350,5,500.0,Not_Eligible
38,Male,Single,High School,110716,Private,24,Large,Family,29557,3,4,13752,15988,7371,9467,15124,Yes,18288,385,178950,84472,Home Appliances,835106,82,500.0,Not_Eligible
34,Female,Married,Graduate,159174,Government,8,Small,Family,11682,1,3,12742,10441,8313,11802,9612,No,26096,787,353799,224389,Home Appliances,1243903,30,23970.1,Eligible
60,Male,Married,Professional,197406,Self-employed,21,Small,Family,12798,6,1,7574,29614,13504,17675,6337,No,26081,694,366182,155387,Personal Loan,940266,55,29338.05,High_Risk
